organization	experiment	study	study_title	sci_name	accession	pub_date
HudsonAlpha Genome Sequencing Center	SRX9808703	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13389577	2021-01-08 19:00:11
HudsonAlpha Genome Sequencing Center	SRX9808702	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13389578	2021-01-11 13:32:27
HudsonAlpha Genome Sequencing Center	SRX9808701	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13389579	2021-01-11 13:45:13
GREGOR MENDEL INSTITUTE	ERX4844050	ERP126037	Long read PacBio assembly of A. suecica scaffolded using HiC and a genetic map	Arabidopsis suecica	ERR5037702	2021-01-08 13:34:32
GREGOR MENDEL INSTITUTE	ERX4837892	ERP126111	Contig assembly for tetraploid A. arenosa (ssp arenosa) from south Sweden	Arabidopsis arenosa subsp. arenosa	ERR5031542	2021-01-08 13:03:20
GREGOR MENDEL INSTITUTE	ERX4837891	ERP126111	Contig assembly for tetraploid A. arenosa (ssp arenosa) from south Sweden	Arabidopsis arenosa subsp. arenosa	ERR5031541	2021-01-08 13:03:20
GREGOR MENDEL INSTITUTE	ERX4837646	ERP126037	Long read PacBio assembly of A. suecica scaffolded using HiC and a genetic map	Arabidopsis suecica	ERR5031296	2021-01-08 13:03:20
GREGOR MENDEL INSTITUTE	ERX4837261	ERP126037	Long read PacBio assembly of A. suecica scaffolded using HiC and a genetic map	Arabidopsis suecica	ERR5029696	2021-01-08 12:39:58
Institute of Botany, Chinese Academy of Sciences	SRX8694705	SRP271014	Chromosome-level Physalis floridana  assembly	Physalis pubescens	SRR12180116	2021-01-01 04:13:32
HudsonAlpha Genome Sequencing Center	SRX9804279	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381341	2021-01-07 22:21:15
HudsonAlpha Genome Sequencing Center	SRX9804278	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381342	2021-01-07 22:23:26
HudsonAlpha Genome Sequencing Center	SRX9804277	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381343	2021-01-07 22:21:15
HudsonAlpha Genome Sequencing Center	SRX9804276	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381344	2021-01-08 22:19:37
HudsonAlpha Genome Sequencing Center	SRX9804275	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381345	2021-01-07 22:11:42
HudsonAlpha Genome Sequencing Center	SRX9804274	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381346	2021-01-07 21:11:43
HudsonAlpha Genome Sequencing Center	SRX9804273	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381347	2021-01-07 21:16:15
HudsonAlpha Genome Sequencing Center	SRX9804272	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381348	2021-01-07 21:15:41
HudsonAlpha Genome Sequencing Center	SRX9804271	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381349	2021-01-07 21:08:17
HudsonAlpha Genome Sequencing Center	SRX9804270	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381350	2021-01-07 21:14:14
HudsonAlpha Genome Sequencing Center	SRX9804269	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381351	2021-01-07 21:15:41
HudsonAlpha Genome Sequencing Center	SRX9804268	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381352	2021-01-07 21:09:43
HudsonAlpha Genome Sequencing Center	SRX9804267	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381353	2021-01-07 20:59:59
HudsonAlpha Genome Sequencing Center	SRX9804266	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13381354	2021-01-07 20:59:59
Australian National University	SRX9804265	SRP173563	Acacia genome project	Acacia acuminata	SRR13381339	2021-01-07 21:03:22
Australian National University	SRX9804264	SRP173563	Acacia genome project	Acacia melanoxylon	SRR13381340	2021-01-08 00:40:59
HudsonAlpha Genome Sequencing Center	SRX9801950	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378989	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801949	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378990	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801948	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378991	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801947	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378992	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801946	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378993	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801945	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378994	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801944	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378995	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801943	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378996	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801942	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378997	2021-01-07 23:49:06
HudsonAlpha Genome Sequencing Center	SRX9801941	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378998	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801940	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13378999	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801939	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379000	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801938	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379001	2021-01-08 23:13:49
HudsonAlpha Genome Sequencing Center	SRX9801937	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379002	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801936	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379003	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801935	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379004	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801934	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379005	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801933	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379006	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801932	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379007	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801931	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379008	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801930	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379009	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801929	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379010	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801928	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379011	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801927	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379012	2021-01-08 22:52:38
HudsonAlpha Genome Sequencing Center	SRX9801926	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379013	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801925	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379014	2021-01-08 22:43:39
HudsonAlpha Genome Sequencing Center	SRX9801924	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379015	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801923	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379016	2021-01-10 14:02:18
HudsonAlpha Genome Sequencing Center	SRX9801922	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379017	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801921	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379018	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801920	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379019	2021-01-08 22:38:55
HudsonAlpha Genome Sequencing Center	SRX9801919	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379020	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801918	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379021	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801917	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379022	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801916	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379023	2021-01-07 23:49:05
HudsonAlpha Genome Sequencing Center	SRX9801915	SRP300796	Carya illinoinensis Raw sequence reads	Carya illinoinensis	SRR13379024	2021-01-07 23:49:05
Institute for Plant Biochemistry, Heinrich-Heine-University	ERX4751249	ERP123323	Whole genome sequencing and assembly of Moricandia species	Moricandia arvensis	ERR4881773	2021-01-07 13:23:47
Institute for Plant Biochemistry, Heinrich-Heine-University	ERX4751248	ERP123323	Whole genome sequencing and assembly of Moricandia species	Moricandia moricandioides	ERR4881772	2021-01-07 13:23:47
Australian National University	SRX9799246	SRP173460	Eucalyptus genome project	Themeda triandra	SRR13375895	2021-01-07 02:16:43
TheragenBio	SRX9799234	SRP300718	Brassica rapa subsp. rapa isolate:ECD4 Genome sequencing	Brassica rapa subsp. rapa	SRR13375884	2021-01-07 02:16:43
SiChuan University	SRX9780971	SRP297888	Whole genome sequencing of two Pugionium species	Pugionium dolabratum	SRR13356648	2021-01-05 02:14:18
KAZUSA	DRX048571	DRP006856	Whole-genome sequencing data for Vicia sativa	Vicia sativa	DRR053689	2021-01-01 10:59:52
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752841	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325702	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752840	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325703	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752839	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325704	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752838	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325705	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752835	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325708	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752834	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325709	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752833	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325710	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752832	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325711	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752831	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325712	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752830	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325713	2020-12-30 00:08:05
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752829	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325714	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752828	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325715	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752827	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325716	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752826	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325717	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752825	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325718	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752824	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325719	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752823	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325720	2020-12-29 22:23:48
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752822	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325721	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752821	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325722	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752820	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325723	2020-12-30 00:10:38
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752819	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325724	2020-12-29 23:49:45
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752818	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325725	2020-12-29 22:17:55
Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	SRX9752817	SRP299712	The chromosome-level Stevia genome provides insights into the  steviol glycosides biosynthesis	Stevia rebaudiana	SRR13325726	2020-12-29 22:17:54
Huazhong Agricultural University	SRX9709937	SRP298673	Oryza sativa genome sequencing and assembly	Oryza sativa	SRR13280199	2021-01-14 20:27:38
Huazhong Agricultural University	SRX9709936	SRP298673	Oryza sativa genome sequencing and assembly	Oryza sativa	SRR13280200	2021-01-14 20:27:38
KAZUSA	DRX247865	DRP006816	The genome of Japanese pear 'Nijisseiki'	Pyrus pyrifolia	DRR258147	2020-12-21 17:39:23
SiChuan University	SRX9704981	SRP297888	Whole genome sequencing of two Pugionium species	Pugionium cornutum	SRR13275155	2020-12-22 18:10:20
The John Innes Centre	ERX4713931	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844147	2020-12-19 09:30:46
The John Innes Centre	ERX4713930	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844146	2020-12-19 09:30:46
The John Innes Centre	ERX4713929	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844145	2020-12-19 09:30:46
The John Innes Centre	ERX4713928	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844144	2020-12-19 09:30:46
The John Innes Centre	ERX4713927	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844143	2020-12-19 09:30:46
The John Innes Centre	ERX4713926	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844142	2020-12-19 09:30:46
The John Innes Centre	ERX4713925	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844141	2020-12-19 09:30:46
The John Innes Centre	ERX4713924	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844140	2020-12-19 09:30:46
The John Innes Centre	ERX4713923	ERP121640	Various Illumina and PacBio data from S. americanum accesions resistant to P. infestans	Solanum americanum	ERR4844139	2020-12-19 09:30:46
KAZUSA	DRX185184	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194732	2020-12-02 09:05:42
KAZUSA	DRX185183	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194731	2020-12-02 09:05:42
KAZUSA	DRX185182	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194730	2020-12-02 09:05:42
KAZUSA	DRX185181	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194729	2020-12-02 09:05:42
KAZUSA	DRX185180	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194728	2020-12-02 09:05:42
KAZUSA	DRX185179	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194727	2020-12-02 09:05:42
KAZUSA	DRX185178	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194726	2020-12-02 09:05:42
KAZUSA	DRX185177	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194725	2020-12-02 09:05:42
KAZUSA	DRX185176	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194724	2020-12-02 09:05:42
KAZUSA	DRX185175	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194723	2020-12-02 09:05:42
KAZUSA	DRX185174	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194722	2020-12-02 09:05:42
KAZUSA	DRX185173	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194721	2020-12-02 09:05:42
KAZUSA	DRX185172	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194720	2020-12-02 09:05:42
KAZUSA	DRX185171	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194719	2020-12-02 09:05:42
KAZUSA	DRX185170	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194718	2020-12-02 09:05:42
KAZUSA	DRX185169	DRP006713	Genome sequencing of Ophiorrhiza pumila	Ophiorrhiza pumila	DRR194717	2020-12-02 09:05:42
